timestamp,device,ip,status,latency_ms
2025-11-18 13:33:17,WiFi Controller,8.8.4.4,UP,35.0
2025-11-18 13:33:17,Lab Switch,1.1.1.1,UP,10.0
2025-11-18 13:33:27,Core Router,8.8.8.8,UP,166.0
2025-11-18 13:33:27,WiFi Controller,8.8.4.4,UP,249.0
2025-11-18 13:33:28,Lab Switch,1.1.1.1,UP,63.0
2025-11-18 13:33:38,Core Router,8.8.8.8,UP,85.0
2025-11-18 13:33:38,WiFi Controller,8.8.4.4,UP,65.0
2025-11-18 13:33:38,Lab Switch,1.1.1.1,UP,17.0
2025-11-18 13:33:51,Core Router,8.8.8.8,DOWN,
2025-11-18 13:33:52,WiFi Controller,8.8.4.4,UP,62.0
2025-11-18 13:33:52,Lab Switch,1.1.1.1,UP,17.0
2025-11-18 13:34:02,Core Router,8.8.8.8,UP,123.0
2025-11-18 13:34:02,WiFi Controller,8.8.4.4,UP,30.0
2025-11-18 13:34:02,Lab Switch,1.1.1.1,UP,18.0
2025-11-18 13:34:12,Core Router,8.8.8.8,UP,73.0
2025-11-18 13:34:12,WiFi Controller,8.8.4.4,UP,54.0
2025-11-18 13:34:12,Lab Switch,1.1.1.1,UP,18.0
2025-11-18 13:34:22,Core Router,8.8.8.8,UP,137.0
2025-11-18 13:34:23,WiFi Controller,8.8.4.4,UP,51.0
2025-11-18 13:34:23,Lab Switch,1.1.1.1,UP,26.0
2025-11-18 13:34:33,Core Router,8.8.8.8,UP,129.0
2025-11-18 13:34:33,WiFi Controller,8.8.4.4,UP,55.0
2025-11-18 13:34:33,Lab Switch,1.1.1.1,UP,16.0
2025-11-18 13:34:43,Core Router,8.8.8.8,UP,36.0
2025-11-18 13:34:43,WiFi Controller,8.8.4.4,UP,27.0
2025-11-18 13:34:43,Lab Switch,1.1.1.1,UP,9.0
2025-11-18 13:34:53,Core Router,8.8.8.8,UP,34.0
2025-11-18 13:34:53,WiFi Controller,8.8.4.4,UP,27.0
2025-11-18 13:34:53,Lab Switch,1.1.1.1,UP,10.0
2025-11-18 13:35:03,Core Router,8.8.8.8,UP,35.0
2025-11-18 13:35:03,WiFi Controller,8.8.4.4,UP,25.0
2025-11-18 13:35:04,Lab Switch,1.1.1.1,UP,11.0
2025-11-18 13:35:14,Core Router,8.8.8.8,UP,32.0
2025-11-18 13:35:14,WiFi Controller,8.8.4.4,UP,26.0
2025-11-18 13:35:14,Lab Switch,1.1.1.1,UP,11.0
2025-11-18 13:35:24,Core Router,8.8.8.8,UP,35.0
2025-11-18 13:35:24,WiFi Controller,8.8.4.4,UP,28.0
2025-11-18 13:35:24,Lab Switch,1.1.1.1,UP,7.0
2025-11-18 13:35:34,Core Router,8.8.8.8,UP,34.0
2025-11-18 13:35:34,WiFi Controller,8.8.4.4,UP,27.0
2025-11-18 13:35:34,Lab Switch,1.1.1.1,UP,25.0
2025-11-18 13:35:44,Core Router,8.8.8.8,UP,115.0
2025-11-18 13:35:44,WiFi Controller,8.8.4.4,UP,34.0
2025-11-18 13:35:44,Lab Switch,1.1.1.1,UP,20.0
2025-11-18 13:35:55,Core Router,8.8.8.8,UP,60.0
2025-11-18 13:35:55,WiFi Controller,8.8.4.4,UP,61.0
2025-11-18 13:35:55,Lab Switch,1.1.1.1,UP,20.0
2025-11-18 13:36:05,Core Router,8.8.8.8,UP,133.0
2025-11-18 13:36:05,WiFi Controller,8.8.4.4,UP,31.0
2025-11-18 13:36:05,Lab Switch,1.1.1.1,UP,12.0
2025-11-18 13:36:15,Core Router,8.8.8.8,UP,66.0
2025-11-18 13:36:15,WiFi Controller,8.8.4.4,UP,62.0
2025-11-18 13:36:15,Lab Switch,1.1.1.1,UP,18.0
2025-11-18 13:36:26,Core Router,8.8.8.8,UP,141.0
2025-11-18 13:36:26,WiFi Controller,8.8.4.4,UP,50.0
2025-11-18 13:36:26,Lab Switch,1.1.1.1,UP,11.0
2025-11-18 13:36:36,Core Router,8.8.8.8,UP,43.0
2025-11-18 13:36:36,WiFi Controller,8.8.4.4,UP,54.0
2025-11-18 13:36:36,Lab Switch,1.1.1.1,UP,17.0
2025-11-18 13:36:46,Core Router,8.8.8.8,UP,35.0
2025-11-18 13:36:46,WiFi Controller,8.8.4.4,UP,24.0
2025-11-18 13:36:46,Lab Switch,1.1.1.1,UP,8.0
2025-11-18 13:36:56,Core Router,8.8.8.8,UP,82.0
2025-11-18 13:36:56,WiFi Controller,8.8.4.4,UP,34.0
2025-11-18 13:36:56,Lab Switch,1.1.1.1,UP,24.0
2025-11-18 13:37:06,Core Router,8.8.8.8,UP,42.0
2025-11-18 13:37:07,WiFi Controller,8.8.4.4,UP,45.0
2025-11-18 13:37:07,Lab Switch,1.1.1.1,UP,17.0
2025-11-18 13:37:17,Core Router,8.8.8.8,UP,128.0
2025-11-18 13:37:17,WiFi Controller,8.8.4.4,UP,52.0
2025-11-18 13:37:17,Lab Switch,1.1.1.1,UP,24.0
2025-11-18 13:37:27,Core Router,8.8.8.8,UP,34.0
2025-11-18 13:37:27,WiFi Controller,8.8.4.4,UP,27.0
2025-11-18 13:37:27,Lab Switch,1.1.1.1,UP,7.0
2025-11-18 13:37:37,Core Router,8.8.8.8,UP,37.0
2025-11-18 13:37:37,WiFi Controller,8.8.4.4,UP,29.0
2025-11-18 13:37:37,Lab Switch,1.1.1.1,UP,12.0
2025-11-18 13:37:47,Core Router,8.8.8.8,UP,35.0
2025-11-18 13:37:48,WiFi Controller,8.8.4.4,UP,26.0
2025-11-18 13:37:48,Lab Switch,1.1.1.1,UP,10.0
2025-11-18 13:37:58,Core Router,8.8.8.8,UP,124.0
2025-11-18 13:37:58,WiFi Controller,8.8.4.4,UP,62.0
2025-11-18 13:37:58,Lab Switch,1.1.1.1,UP,19.0
2025-11-18 13:38:08,Core Router,8.8.8.8,UP,137.0
2025-11-18 13:38:08,WiFi Controller,8.8.4.4,UP,68.0
2025-11-18 13:38:08,Lab Switch,1.1.1.1,UP,18.0
2025-11-18 13:38:18,Core Router,8.8.8.8,UP,136.0
2025-11-18 13:38:19,WiFi Controller,8.8.4.4,UP,34.0
2025-11-18 13:38:19,Lab Switch,1.1.1.1,UP,9.0
2025-11-18 13:38:29,Core Router,8.8.8.8,UP,67.0
2025-11-18 13:38:29,WiFi Controller,8.8.4.4,UP,70.0
2025-11-18 13:38:29,Lab Switch,1.1.1.1,UP,10.0
2025-11-18 13:38:39,Core Router,8.8.8.8,UP,165.0
2025-11-18 13:38:39,WiFi Controller,8.8.4.4,UP,36.0
2025-11-18 13:38:39,Lab Switch,1.1.1.1,UP,26.0
2025-11-18 13:38:49,Core Router,8.8.8.8,UP,120.0
2025-11-18 13:38:49,WiFi Controller,8.8.4.4,UP,56.0
2025-11-18 13:38:50,Lab Switch,1.1.1.1,UP,27.0
2025-11-18 13:39:00,Core Router,8.8.8.8,UP,115.0
2025-11-18 13:39:00,WiFi Controller,8.8.4.4,UP,110.0
2025-11-18 13:39:00,Lab Switch,1.1.1.1,UP,51.0
2025-11-18 13:39:10,Core Router,8.8.8.8,UP,72.0
2025-11-18 13:39:10,WiFi Controller,8.8.4.4,UP,64.0
2025-11-18 13:39:10,Lab Switch,1.1.1.1,UP,14.0
2025-11-18 13:39:20,Core Router,8.8.8.8,UP,37.0
2025-11-18 13:39:20,WiFi Controller,8.8.4.4,UP,65.0
2025-11-18 13:39:20,Lab Switch,1.1.1.1,UP,18.0
2025-11-18 13:39:31,Core Router,8.8.8.8,UP,133.0
2025-11-18 13:39:31,WiFi Controller,8.8.4.4,UP,35.0
2025-11-18 13:39:31,Lab Switch,1.1.1.1,UP,10.0
2025-11-18 13:39:41,Core Router,8.8.8.8,UP,44.0
2025-11-18 13:39:41,WiFi Controller,8.8.4.4,UP,50.0
2025-11-18 13:39:41,Lab Switch,1.1.1.1,UP,16.0
2025-11-18 13:41:56,Core Router,8.8.8.8,UP,74.0
2025-11-18 13:41:56,WiFi Controller,8.8.4.4,UP,27.0
2025-11-18 13:41:56,Lab Switch,1.1.1.1,UP,18.0
2025-11-18 13:42:06,Core Router,8.8.8.8,UP,39.0
2025-11-18 13:42:06,WiFi Controller,8.8.4.4,UP,28.0
2025-11-18 13:42:06,Lab Switch,1.1.1.1,UP,12.0
2025-11-18 13:42:16,Core Router,8.8.8.8,UP,80.0
2025-11-18 13:42:16,WiFi Controller,8.8.4.4,UP,87.0
2025-11-18 13:42:17,Lab Switch,1.1.1.1,UP,17.0
2025-11-18 13:42:27,Core Router,8.8.8.8,UP,39.0
2025-11-18 13:42:27,WiFi Controller,8.8.4.4,UP,32.0
2025-11-18 13:42:27,Lab Switch,1.1.1.1,UP,9.0
2025-11-18 13:42:37,Core Router,8.8.8.8,UP,108.0
2025-11-18 13:42:37,WiFi Controller,8.8.4.4,UP,52.0
2025-11-18 13:42:37,Lab Switch,1.1.1.1,UP,10.0
2025-11-18 13:42:47,Core Router,8.8.8.8,UP,79.0
2025-11-18 13:42:47,WiFi Controller,8.8.4.4,UP,65.0
2025-11-18 13:42:47,Lab Switch,1.1.1.1,UP,18.0
2025-11-18 13:42:57,Core Router,8.8.8.8,UP,134.0
2025-11-18 13:42:57,WiFi Controller,8.8.4.4,UP,62.0
2025-11-18 13:42:58,Lab Switch,1.1.1.1,UP,17.0
2025-11-18 13:43:08,Core Router,8.8.8.8,UP,151.0
2025-11-18 13:43:08,WiFi Controller,8.8.4.4,UP,59.0
2025-11-18 13:43:08,Lab Switch,1.1.1.1,UP,71.0
2025-11-18 13:43:18,Core Router,8.8.8.8,UP,44.0
2025-11-18 13:43:18,WiFi Controller,8.8.4.4,UP,65.0
2025-11-18 13:43:18,Lab Switch,1.1.1.1,UP,24.0
2025-11-18 13:43:28,Core Router,8.8.8.8,UP,161.0
2025-11-18 13:43:28,WiFi Controller,8.8.4.4,UP,68.0
2025-11-18 13:43:29,Lab Switch,1.1.1.1,UP,16.0
2025-11-18 13:43:39,Core Router,8.8.8.8,UP,80.0
2025-11-18 13:43:39,WiFi Controller,8.8.4.4,UP,61.0
2025-11-18 13:43:39,Lab Switch,1.1.1.1,UP,17.0
2025-11-18 13:43:49,Core Router,8.8.8.8,UP,69.0
2025-11-18 13:43:49,WiFi Controller,8.8.4.4,UP,58.0
2025-11-18 13:43:49,Lab Switch,1.1.1.1,UP,22.0
2025-11-18 13:43:59,Core Router,8.8.8.8,UP,146.0
2025-11-18 13:43:59,WiFi Controller,8.8.4.4,UP,73.0
2025-11-18 13:43:59,Lab Switch,1.1.1.1,UP,17.0
2025-11-18 13:44:10,Core Router,8.8.8.8,UP,241.0
2025-11-18 13:44:10,WiFi Controller,8.8.4.4,UP,64.0
2025-11-18 13:44:10,Lab Switch,1.1.1.1,UP,43.0
2025-11-18 13:44:20,Core Router,8.8.8.8,UP,34.0
2025-11-18 13:44:20,WiFi Controller,8.8.4.4,UP,30.0
2025-11-18 13:44:20,Lab Switch,1.1.1.1,UP,16.0
2025-11-18 13:44:30,Core Router,8.8.8.8,UP,100.0
2025-11-18 13:44:30,WiFi Controller,8.8.4.4,UP,74.0
2025-11-18 13:44:30,Lab Switch,1.1.1.1,UP,17.0
2025-11-18 13:44:41,Core Router,8.8.8.8,UP,151.0
2025-11-18 13:44:41,WiFi Controller,8.8.4.4,UP,81.0
2025-11-18 13:44:41,Lab Switch,1.1.1.1,UP,23.0
2025-11-18 13:44:51,Core Router,8.8.8.8,UP,130.0
2025-11-18 13:44:51,WiFi Controller,8.8.4.4,UP,77.0
2025-11-18 13:44:51,Lab Switch,1.1.1.1,UP,18.0
2025-11-18 13:45:01,Core Router,8.8.8.8,UP,39.0
2025-11-18 13:45:01,WiFi Controller,8.8.4.4,UP,60.0
2025-11-18 13:45:01,Lab Switch,1.1.1.1,UP,17.0
2025-11-18 13:45:48,Core Router,8.8.8.8,UP,168.0
2025-11-18 13:45:48,WiFi Controller,8.8.4.4,UP,50.0
2025-11-18 13:45:48,Lab Switch,1.1.1.1,UP,12.0
2025-11-18 13:45:58,Core Router,8.8.8.8,UP,86.0
2025-11-18 13:45:58,WiFi Controller,8.8.4.4,UP,37.0
2025-11-18 13:45:58,Lab Switch,1.1.1.1,UP,14.0
